Exercise_Duration,Body_Temperature(F),BPM,Height(Feet),Height(Remainder_Inches),Weight(lb),Weight_Status,Gender,Age,Calories_Burned
7.0,103.1,93.0,5.0,1.0,121.3,Normal Weight,F,21,33.0
17.0,104.9,88.0,5.0,9.0,163.1,Normal Weight,F,24,67.0
4.0,101.5,87.0,6.0,6.0,211.6,Normal Weight,M,28,13.0
22.0,104.9,93.0,6.0,3.0,202.8,Overweight,M,29,93.0
24.0,105.3,107.0,5.0,6.0,147.7,Normal Weight,F,43,154.0
13.0,104.7,93.0,5.0,11.0,187.4,Overweight,M,69,78.0
10.0,103.5,94.0,5.0,4.0,121.3,Normal Weight,F,22,48.0
10.0,103.5,83.0,5.0,9.0,165.3,Normal Weight,M,29,24.0
27.0,105.4,109.0,6.0,6.0,218.3,Overweight,M,39,197.0
18.0,104.2,106.0,5.0,3.0,127.9,Normal Weight,F,40,115.0
6.0,102.7,91.0,5.0,9.0,154.3,Normal Weight,F,50,29.0
21.0,105.3,101.0,6.0,1.0,194.0,Overweight,M,61,145.0
10.0,103.8,88.0,6.0,4.0,196.2,Normal Weight,M,58,48.0
15.0,104.4,83.0,5.0,6.0,136.7,Normal Weight,F,47,60.0
4.0,101.1,82.0,5.0,7.0,149.9,Normal Weight,F,72,17.0
13.0,104.0,94.0,5.0,7.0,147.7,Normal Weight,F,21,60.0
6.0,102.7,82.0,5.0,7.0,169.8,Overweight,M,65,24.0
1.0,100.2,84.0,5.0,4.0,130.1,Normal Weight,F,33,4.0
16.0,105.1,97.0,5.0,7.0,149.9,Normal Weight,F,42,85.0
22.0,104.9,113.0,5.0,5.0,138.9,Normal Weight,F,20,147.0
22.0,105.3,102.0,5.0,2.0,136.7,Overweight,F,58,136.0
3.0,101.3,90.0,6.0,6.0,220.5,Overweight,M,33,12.0
12.0,103.8,96.0,6.0,5.0,218.3,Overweight,M,32,60.0
9.0,103.6,86.0,6.0,0.0,178.6,Normal Weight,M,34,29.0
24.0,104.9,105.0,5.0,2.0,125.7,Normal Weight,F,55,157.0
26.0,105.6,109.0,6.0,4.0,198.4,Normal Weight,M,65,217.0
15.0,104.4,89.0,5.0,7.0,158.7,Obese,F,54,69.0
28.0,105.3,108.0,6.0,4.0,205.0,Overweight,M,31,185.0
14.0,104.2,86.0,5.0,1.0,130.1,Normal Weight,F,25,55.0
5.0,102.4,86.0,5.0,7.0,169.8,Overweight,M,24,13.0
25.0,105.3,107.0,5.0,10.0,160.9,Normal Weight,F,70,170.0
18.0,104.5,106.0,6.0,9.0,227.1,Normal Weight,M,32,118.0
22.0,105.3,110.0,5.0,3.0,134.5,Normal Weight,F,26,143.0
30.0,105.6,107.0,5.0,8.0,172.0,Overweight,F,74,204.0
18.0,105.1,95.0,5.0,6.0,149.9,Normal Weight,F,52,95.0
8.0,103.8,89.0,5.0,9.0,178.6,Overweight,M,66,41.0
3.0,101.5,90.0,5.0,7.0,149.9,Normal Weight,F,28,13.0
10.0,103.5,88.0,5.0,7.0,152.1,Normal Weight,M,29,30.0
3.0,101.1,84.0,5.0,7.0,149.9,Normal Weight,F,50,12.0
19.0,104.9,107.0,5.0,5.0,138.9,Normal Weight,F,77,134.0
4.0,101.8,79.0,5.0,8.0,143.3,Normal Weight,F,21,12.0
16.0,104.0,102.0,5.0,10.0,180.8,Overweight,M,43,97.0
7.0,102.6,89.0,5.0,2.0,108.0,Normal Weight,F,28,31.0
2.0,101.7,76.0,5.0,11.0,154.3,Normal Weight,F,41,6.0
25.0,104.9,104.0,6.0,0.0,176.4,Normal Weight,M,61,180.0
4.0,102.2,89.0,5.0,9.0,167.6,Normal Weight,M,20,11.0
15.0,104.4,99.0,4.0,11.0,110.2,Normal Weight,F,42,86.0
10.0,102.7,94.0,5.0,9.0,149.9,Normal Weight,F,28,47.0
24.0,105.4,105.0,6.0,4.0,216.1,Overweight,M,36,156.0
26.0,104.7,106.0,6.0,0.0,191.8,Overweight,M,67,206.0
24.0,104.7,108.0,5.0,2.0,114.6,Normal Weight,F,40,160.0
6.0,102.7,88.0,6.0,0.0,198.4,Overweight,M,38,23.0
20.0,105.1,98.0,5.0,9.0,158.7,Normal Weight,F,33,104.0
22.0,105.1,111.0,5.0,5.0,145.5,Normal Weight,F,60,157.0
19.0,104.9,102.0,5.0,4.0,132.3,Normal Weight,F,34,110.0
21.0,104.7,103.0,5.0,2.0,116.8,Normal Weight,F,25,123.0
25.0,105.1,96.0,4.0,8.0,99.2,Normal Weight,F,20,128.0
11.0,104.0,91.0,5.0,11.0,189.6,Overweight,M,48,52.0
15.0,103.8,92.0,6.0,1.0,196.2,Overweight,M,23,56.0
21.0,104.7,104.0,5.0,6.0,136.7,Normal Weight,F,64,137.0
3.0,101.7,82.0,5.0,7.0,143.3,Normal Weight,F,20,10.0
13.0,103.8,91.0,5.0,3.0,134.5,Normal Weight,F,36,60.0
15.0,104.5,94.0,5.0,8.0,169.8,Overweight,F,38,72.0
25.0,105.3,109.0,5.0,8.0,156.5,Normal Weight,F,41,163.0
5.0,102.9,88.0,5.0,9.0,160.9,Normal Weight,F,53,22.0
5.0,101.8,82.0,4.0,11.0,116.8,Normal Weight,F,55,21.0
5.0,102.6,91.0,4.0,4.0,79.4,Normal Weight,F,26,24.0
7.0,103.5,87.0,6.0,4.0,185.2,Normal Weight,M,28,22.0
27.0,105.4,108.0,6.0,4.0,200.6,Normal Weight,M,23,167.0
5.0,102.6,82.0,5.0,8.0,147.7,Normal Weight,F,43,19.0
30.0,105.8,108.0,5.0,7.0,176.4,Overweight,M,70,247.0
13.0,104.2,101.0,5.0,8.0,158.7,Normal Weight,F,72,81.0
29.0,106.2,105.0,5.0,6.0,143.3,Normal Weight,F,21,169.0
26.0,105.6,110.0,6.0,2.0,200.6,Overweight,M,34,183.0
5.0,102.9,89.0,6.0,2.0,191.8,Normal Weight,M,45,21.0
18.0,104.9,95.0,5.0,2.0,123.5,Normal Weight,F,42,95.0
16.0,104.9,93.0,6.0,2.0,185.2,Normal Weight,M,29,65.0
4.0,102.0,87.0,5.0,8.0,154.3,Normal Weight,F,21,15.0
5.0,102.9,88.0,5.0,8.0,145.5,Normal Weight,F,25,20.0
21.0,106.0,96.0,6.0,1.0,205.0,Overweight,M,46,116.0
24.0,105.4,109.0,6.0,7.0,222.7,Obese,M,77,220.0
6.0,102.2,86.0,5.0,6.0,152.1,Normal Weight,F,31,24.0
6.0,102.4,88.0,6.0,0.0,196.2,Overweight,M,45,25.0
13.0,103.6,97.0,5.0,10.0,169.8,Normal Weight,F,59,71.0
5.0,102.4,91.0,5.0,7.0,152.1,Normal Weight,M,37,19.0
8.0,103.5,91.0,5.0,1.0,125.7,Normal Weight,F,53,40.0
7.0,102.6,86.0,5.0,8.0,147.7,Normal Weight,F,23,27.0
16.0,104.5,106.0,6.0,6.0,220.5,Overweight,M,35,107.0
5.0,102.4,71.0,5.0,2.0,130.1,Normal Weight,F,21,11.0
12.0,104.4,86.0,6.0,0.0,185.2,Overweight,F,59,50.0
4.0,102.9,95.0,6.0,0.0,191.8,Overweight,M,33,19.0
24.0,104.7,111.0,4.0,11.0,121.3,Normal Weight,F,40,167.0
9.0,103.6,91.0,5.0,2.0,127.9,Normal Weight,F,32,42.0
13.0,104.2,87.0,6.0,0.0,196.2,Overweight,M,29,43.0
16.0,104.5,103.0,5.0,5.0,127.9,Normal Weight,F,45,98.0
18.0,104.4,104.0,4.0,9.0,108.0,Normal Weight,F,66,121.0
3.0,101.5,80.0,5.0,2.0,138.9,Overweight,F,26,10.0
24.0,105.1,100.0,5.0,9.0,154.3,Normal Weight,F,32,130.0
8.0,102.7,89.0,5.0,4.0,130.1,Normal Weight,F,38,36.0
1.0,99.9,82.0,5.0,2.0,132.3,Normal Weight,F,26,4.0
3.0,101.3,83.0,6.0,5.0,213.8,Overweight,M,23,8.0
26.0,105.3,97.0,6.0,1.0,176.4,Normal Weight,M,54,151.0
18.0,104.2,95.0,6.0,4.0,224.9,Overweight,M,55,108.0
10.0,102.6,90.0,5.0,10.0,180.8,Overweight,M,24,33.0
12.0,104.0,89.0,5.0,6.0,138.9,Normal Weight,F,67,59.0
19.0,105.1,104.0,5.0,1.0,121.3,Normal Weight,F,27,113.0
3.0,101.7,85.0,5.0,9.0,156.5,Normal Weight,F,44,12.0
12.0,104.0,83.0,5.0,6.0,132.3,Normal Weight,F,45,48.0
29.0,104.9,105.0,4.0,10.0,103.6,Normal Weight,F,30,181.0
14.0,104.4,91.0,5.0,1.0,112.4,Normal Weight,F,36,67.0
8.0,102.9,78.0,5.0,7.0,167.6,Overweight,M,59,25.0
25.0,105.1,105.0,4.0,12.0,123.5,Normal Weight,F,43,158.0
25.0,105.1,88.0,5.0,8.0,145.5,Normal Weight,F,44,110.0
22.0,105.8,95.0,5.0,9.0,160.9,Normal Weight,M,21,82.0
24.0,105.1,97.0,5.0,6.0,138.9,Normal Weight,F,24,121.0
16.0,104.5,98.0,5.0,7.0,154.3,Normal Weight,F,26,82.0
15.0,104.0,95.0,4.0,11.0,110.2,Normal Weight,F,33,78.0
19.0,104.5,97.0,5.0,10.0,178.6,Overweight,M,24,83.0
26.0,105.4,106.0,5.0,10.0,163.1,Normal Weight,F,21,151.0
23.0,105.3,97.0,4.0,11.0,127.9,Overweight,F,74,138.0
16.0,104.7,85.0,5.0,3.0,127.9,Normal Weight,F,20,60.0
2.0,100.6,82.0,5.0,9.0,163.1,Normal Weight,M,36,5.0
15.0,104.4,94.0,5.0,12.0,194.0,Overweight,M,26,62.0
7.0,102.6,82.0,5.0,10.0,176.4,Overweight,M,72,31.0
2.0,100.9,87.0,6.0,6.0,227.1,Overweight,M,28,7.0
9.0,102.9,88.0,6.0,1.0,200.6,Overweight,M,47,39.0
8.0,102.4,84.0,5.0,11.0,167.6,Normal Weight,M,23,18.0
15.0,105.1,92.0,5.0,7.0,149.9,Normal Weight,M,29,54.0
23.0,105.1,103.0,5.0,3.0,138.9,Normal Weight,F,29,133.0
26.0,105.4,100.0,5.0,10.0,167.6,Normal Weight,F,29,137.0
10.0,104.0,86.0,5.0,11.0,156.5,Normal Weight,F,48,42.0
11.0,104.0,91.0,5.0,12.0,183.0,Overweight,M,35,44.0
26.0,105.1,99.0,6.0,1.0,191.8,Overweight,M,73,186.0
28.0,105.8,112.0,6.0,5.0,211.6,Obese,M,35,209.0
17.0,104.4,98.0,5.0,9.0,160.9,Normal Weight,F,41,90.0
24.0,105.1,109.0,5.0,11.0,169.8,Normal Weight,F,55,161.0
9.0,102.4,83.0,6.0,3.0,200.6,Obese,M,48,33.0
17.0,104.0,104.0,6.0,4.0,224.9,Overweight,M,32,106.0
21.0,105.1,99.0,4.0,9.0,103.6,Normal Weight,F,30,117.0
6.0,102.7,81.0,5.0,8.0,154.3,Normal Weight,M,29,12.0
3.0,100.9,84.0,5.0,1.0,125.7,Normal Weight,F,35,12.0
21.0,105.6,105.0,4.0,11.0,114.6,Normal Weight,F,65,142.0
13.0,103.8,89.0,5.0,5.0,147.7,Normal Weight,F,71,65.0
5.0,101.7,79.0,5.0,8.0,167.6,Overweight,F,33,16.0
16.0,103.8,90.0,6.0,0.0,174.2,Normal Weight,M,30,57.0
11.0,103.3,89.0,5.0,7.0,149.9,Normal Weight,F,24,45.0
8.0,103.5,81.0,6.0,4.0,218.3,Overweight,M,28,20.0
7.0,102.7,91.0,6.0,6.0,213.8,Normal Weight,M,47,34.0
9.0,104.0,87.0,6.0,3.0,202.8,Overweight,M,57,42.0
20.0,105.1,97.0,6.0,4.0,205.0,Overweight,M,24,92.0
28.0,105.1,100.0,6.0,1.0,185.2,Normal Weight,M,64,191.0
14.0,103.8,97.0,5.0,9.0,169.8,Normal Weight,M,49,77.0
11.0,104.0,93.0,5.0,3.0,123.5,Normal Weight,F,28,53.0
1.0,99.7,88.0,6.0,4.0,200.6,Normal Weight,M,32,4.0
8.0,103.3,85.0,4.0,10.0,112.4,Normal Weight,F,57,36.0
26.0,104.9,103.0,5.0,10.0,172.0,Normal Weight,M,60,180.0
11.0,104.0,96.0,5.0,5.0,145.5,Normal Weight,F,23,54.0
7.0,102.9,86.0,5.0,8.0,158.7,Normal Weight,M,36,22.0
27.0,105.4,105.0,4.0,11.0,130.1,Overweight,F,67,181.0
13.0,104.2,98.0,4.0,12.0,116.8,Normal Weight,F,28,70.0
11.0,103.8,94.0,4.0,8.0,103.6,Normal Weight,F,39,57.0
4.0,101.8,91.0,4.0,10.0,105.8,Normal Weight,F,24,18.0
13.0,103.5,98.0,5.0,5.0,145.5,Normal Weight,F,70,77.0
25.0,105.3,105.0,5.0,3.0,125.7,Normal Weight,F,52,162.0
15.0,104.0,100.0,5.0,11.0,178.6,Normal Weight,M,21,70.0
19.0,104.2,109.0,5.0,4.0,132.3,Normal Weight,F,29,123.0
13.0,103.8,95.0,5.0,10.0,172.0,Normal Weight,M,26,53.0
22.0,104.5,86.0,4.0,11.0,114.6,Normal Weight,F,68,106.0
8.0,102.9,82.0,6.0,4.0,211.6,Overweight,M,36,24.0
28.0,105.8,104.0,5.0,9.0,174.2,Overweight,M,77,222.0
29.0,104.5,107.0,5.0,3.0,132.3,Normal Weight,F,20,177.0
3.0,101.3,81.0,5.0,2.0,116.8,Normal Weight,F,28,11.0
2.0,100.8,84.0,6.0,5.0,213.8,Overweight,M,22,5.0
26.0,105.3,108.0,5.0,1.0,127.9,Normal Weight,F,34,168.0
15.0,104.0,91.0,6.0,6.0,202.8,Normal Weight,M,71,89.0
5.0,102.0,78.0,6.0,4.0,185.2,Normal Weight,M,26,8.0
30.0,106.3,111.0,5.0,6.0,132.3,Normal Weight,F,51,212.0
19.0,104.9,100.0,5.0,10.0,165.3,Normal Weight,F,35,103.0
30.0,105.4,114.0,6.0,2.0,196.2,Obese,M,34,227.0
11.0,103.3,92.0,5.0,10.0,174.2,Obese,M,39,47.0
21.0,106.0,107.0,5.0,0.0,121.3,Normal Weight,F,22,130.0
2.0,100.8,74.0,6.0,8.0,227.1,Obese,M,39,4.0
12.0,104.2,81.0,6.0,2.0,187.4,Normal Weight,M,20,22.0
2.0,101.1,90.0,6.0,3.0,196.2,Normal Weight,M,28,7.0
14.0,104.9,103.0,5.0,9.0,172.0,Overweight,M,29,76.0
19.0,105.3,93.0,5.0,5.0,141.1,Normal Weight,F,28,89.0
21.0,104.5,107.0,6.0,3.0,207.2,Overweight,M,64,170.0
2.0,101.5,91.0,5.0,0.0,125.7,Normal Weight,F,36,9.0
28.0,105.4,111.0,5.0,4.0,136.7,Normal Weight,F,29,186.0
17.0,104.9,100.0,6.0,5.0,207.2,Normal Weight,M,28,90.0
16.0,104.0,96.0,5.0,7.0,160.9,Overweight,M,53,87.0
23.0,105.6,104.0,5.0,10.0,158.7,Normal Weight,F,34,135.0
9.0,103.5,88.0,5.0,6.0,136.7,Normal Weight,F,22,37.0
21.0,105.4,94.0,5.0,7.0,154.3,Normal Weight,F,35,101.0
8.0,102.7,93.0,6.0,2.0,191.8,Normal Weight,M,58,44.0
17.0,104.5,96.0,6.0,3.0,207.2,Overweight,M,35,85.0
29.0,106.0,103.0,5.0,4.0,132.3,Normal Weight,F,58,184.0
5.0,102.4,92.0,4.0,9.0,121.3,Overweight,F,46,25.0
2.0,101.7,74.0,5.0,11.0,176.4,Normal Weight,M,43,4.0
6.0,102.6,89.0,4.0,11.0,108.0,Normal Weight,F,20,26.0
3.0,101.8,82.0,5.0,8.0,178.6,Overweight,M,37,8.0
14.0,104.5,93.0,5.0,6.0,160.9,Overweight,M,29,54.0
23.0,105.3,105.0,5.0,7.0,149.9,Normal Weight,F,26,135.0
2.0,100.0,88.0,5.0,11.0,180.8,Overweight,M,28,6.0
8.0,102.9,88.0,5.0,9.0,154.3,Normal Weight,F,53,36.0
22.0,105.4,94.0,4.0,9.0,114.6,Normal Weight,F,63,123.0
6.0,103.1,94.0,5.0,5.0,143.3,Normal Weight,F,24,28.0
22.0,104.9,108.0,4.0,9.0,110.2,Normal Weight,F,22,140.0
20.0,104.7,93.0,6.0,1.0,185.2,Normal Weight,M,34,86.0
4.0,102.6,84.0,5.0,8.0,149.9,Normal Weight,F,32,15.0
20.0,104.7,100.0,5.0,11.0,160.9,Normal Weight,F,21,104.0
18.0,104.2,96.0,6.0,2.0,200.6,Overweight,M,30,85.0
27.0,104.9,114.0,6.0,3.0,200.6,Overweight,M,65,246.0
11.0,104.0,92.0,5.0,9.0,165.3,Normal Weight,F,48,53.0
12.0,103.8,94.0,5.0,8.0,156.5,Normal Weight,F,28,56.0
23.0,105.4,101.0,5.0,10.0,165.3,Normal Weight,M,34,122.0
30.0,106.2,112.0,4.0,11.0,114.6,Normal Weight,F,33,209.0
20.0,104.9,96.0,6.0,8.0,233.7,Overweight,M,36,107.0
6.0,103.1,86.0,6.0,4.0,216.1,Overweight,M,35,22.0
7.0,103.1,83.0,6.0,3.0,209.4,Overweight,M,36,22.0
8.0,103.3,96.0,6.0,4.0,220.5,Overweight,M,39,43.0
22.0,105.1,102.0,6.0,6.0,213.8,Normal Weight,M,35,132.0
19.0,104.5,104.0,6.0,2.0,200.6,Overweight,M,46,127.0
21.0,105.1,107.0,5.0,10.0,178.6,Overweight,F,67,139.0
11.0,104.0,84.0,6.0,4.0,213.8,Overweight,M,56,47.0
4.0,102.4,87.0,5.0,3.0,121.3,Normal Weight,F,31,17.0
3.0,101.8,76.0,6.0,4.0,202.8,Obese,M,70,11.0
28.0,105.1,108.0,6.0,4.0,200.6,Normal Weight,M,22,172.0
16.0,104.5,98.0,4.0,12.0,121.3,Normal Weight,F,47,91.0
14.0,104.4,87.0,5.0,2.0,132.3,Normal Weight,F,53,64.0
15.0,104.4,93.0,6.0,5.0,196.2,Normal Weight,M,22,58.0
16.0,104.7,101.0,6.0,9.0,227.1,Normal Weight,M,43,102.0
4.0,101.8,76.0,6.0,1.0,174.2,Normal Weight,F,26,10.0
16.0,104.7,95.0,6.0,8.0,233.7,Overweight,M,45,90.0
23.0,104.9,100.0,5.0,1.0,125.7,Normal Weight,F,34,130.0
14.0,104.7,107.0,4.0,9.0,105.8,Normal Weight,F,28,90.0
25.0,105.6,102.0,5.0,3.0,132.3,Normal Weight,F,22,140.0
6.0,102.2,92.0,5.0,2.0,123.5,Normal Weight,F,37,29.0
5.0,102.6,81.0,5.0,2.0,119.0,Normal Weight,F,67,21.0
7.0,102.9,88.0,6.0,0.0,207.2,Overweight,M,69,38.0
8.0,103.3,79.0,6.0,8.0,224.9,Obese,M,31,20.0
9.0,103.5,89.0,5.0,2.0,114.6,Normal Weight,F,35,41.0
17.0,104.7,96.0,5.0,6.0,154.3,Normal Weight,F,28,84.0
20.0,105.1,92.0,6.0,1.0,200.6,Overweight,M,67,118.0
14.0,103.8,96.0,6.0,0.0,154.3,Normal Weight,F,24,68.0
6.0,102.7,90.0,5.0,7.0,174.2,Overweight,M,43,25.0
17.0,104.4,97.0,6.0,0.0,191.8,Overweight,M,29,80.0
10.0,103.8,91.0,5.0,10.0,158.7,Normal Weight,F,53,48.0
28.0,105.3,109.0,5.0,7.0,147.7,Normal Weight,F,77,202.0
17.0,104.4,96.0,5.0,3.0,127.9,Normal Weight,F,25,86.0
14.0,104.5,83.0,5.0,4.0,138.9,Normal Weight,F,30,51.0
30.0,105.1,112.0,5.0,10.0,172.0,Normal Weight,M,65,256.0
18.0,104.4,95.0,6.0,2.0,194.0,Overweight,M,31,82.0
23.0,105.1,97.0,5.0,11.0,165.3,Normal Weight,F,25,113.0
2.0,100.2,85.0,5.0,6.0,130.1,Normal Weight,F,20,8.0
8.0,103.5,95.0,6.0,6.0,231.5,Overweight,M,58,50.0
28.0,105.8,102.0,5.0,5.0,134.5,Normal Weight,F,20,155.0
2.0,101.3,84.0,5.0,8.0,145.5,Normal Weight,F,42,8.0
28.0,104.9,118.0,6.0,1.0,191.8,Overweight,M,30,223.0
11.0,103.6,87.0,5.0,9.0,160.9,Normal Weight,F,24,42.0
11.0,104.2,98.0,6.0,1.0,189.6,Normal Weight,M,25,51.0
3.0,101.1,85.0,6.0,3.0,209.4,Overweight,M,25,9.0
7.0,102.9,84.0,5.0,3.0,127.9,Normal Weight,F,42,28.0
23.0,104.9,106.0,6.0,6.0,235.9,Overweight,M,59,183.0
3.0,101.7,91.0,6.0,2.0,200.6,Overweight,M,29,12.0
3.0,101.5,92.0,5.0,8.0,152.1,Normal Weight,F,39,14.0
2.0,100.6,71.0,5.0,6.0,149.9,Normal Weight,M,51,3.0
8.0,103.3,97.0,5.0,6.0,143.3,Normal Weight,F,35,42.0
2.0,100.9,87.0,5.0,3.0,119.0,Normal Weight,F,32,8.0
18.0,104.2,102.0,6.0,0.0,165.3,Normal Weight,F,61,109.0
28.0,105.3,106.0,5.0,4.0,134.5,Normal Weight,F,24,169.0
7.0,102.9,82.0,5.0,10.0,185.2,Overweight,M,40,21.0
23.0,105.3,111.0,6.0,10.0,235.9,Normal Weight,M,64,206.0
17.0,104.5,88.0,5.0,2.0,136.7,Overweight,F,26,70.0
11.0,103.5,86.0,5.0,10.0,174.2,Obese,M,21,28.0
26.0,105.6,100.0,5.0,1.0,125.7,Normal Weight,F,25,142.0
14.0,104.7,88.0,5.0,11.0,160.9,Normal Weight,F,21,55.0
27.0,105.3,107.0,6.0,6.0,213.8,Normal Weight,M,29,174.0
1.0,99.9,80.0,5.0,12.0,187.4,Overweight,M,48,3.0
16.0,104.2,93.0,6.0,0.0,174.2,Normal Weight,M,28,63.0
14.0,104.7,89.0,5.0,9.0,154.3,Normal Weight,F,52,64.0
12.0,103.6,103.0,5.0,3.0,132.3,Normal Weight,F,24,69.0
8.0,102.9,84.0,5.0,0.0,132.3,Overweight,F,33,31.0
23.0,105.1,99.0,5.0,4.0,143.3,Normal Weight,F,44,129.0
15.0,104.9,101.0,5.0,2.0,121.3,Normal Weight,F,27,85.0
5.0,102.2,91.0,5.0,1.0,125.7,Normal Weight,F,23,22.0
11.0,103.8,87.0,5.0,1.0,125.7,Normal Weight,F,38,47.0
16.0,104.5,98.0,6.0,1.0,187.4,Normal Weight,F,62,88.0
13.0,104.2,95.0,6.0,4.0,202.8,Obese,M,59,78.0
27.0,105.1,114.0,5.0,12.0,176.4,Normal Weight,M,38,205.0
15.0,104.0,89.0,6.0,2.0,196.2,Overweight,M,77,88.0
19.0,104.0,95.0,5.0,7.0,147.7,Normal Weight,F,53,101.0
21.0,104.9,102.0,6.0,2.0,198.4,Overweight,M,25,113.0
16.0,104.2,96.0,6.0,2.0,196.2,Overweight,M,22,69.0
28.0,105.6,108.0,6.0,6.0,227.1,Overweight,M,64,236.0
24.0,105.6,98.0,6.0,2.0,200.6,Overweight,M,51,145.0
19.0,104.9,107.0,5.0,8.0,180.8,Overweight,M,72,156.0
17.0,104.7,100.0,6.0,6.0,180.8,Normal Weight,F,23,87.0
26.0,105.3,108.0,5.0,7.0,169.8,Overweight,M,67,208.0
5.0,102.6,85.0,5.0,6.0,156.5,Overweight,M,29,13.0
17.0,103.8,99.0,5.0,12.0,158.7,Normal Weight,F,39,92.0
25.0,105.1,103.0,5.0,1.0,116.8,Normal Weight,F,47,156.0
30.0,105.8,111.0,6.0,3.0,200.6,Obese,M,28,207.0
24.0,104.9,102.0,5.0,9.0,147.7,Normal Weight,F,30,135.0
15.0,104.5,91.0,5.0,9.0,172.0,Overweight,M,47,68.0
21.0,105.1,99.0,5.0,8.0,147.7,Normal Weight,F,43,116.0
28.0,105.6,122.0,5.0,4.0,125.7,Normal Weight,F,55,234.0
29.0,105.6,112.0,5.0,4.0,145.5,Normal Weight,M,35,198.0
7.0,102.7,85.0,5.0,5.0,136.7,Normal Weight,F,31,27.0
1.0,99.7,80.0,6.0,4.0,194.0,Normal Weight,M,46,3.0
24.0,105.3,96.0,6.0,4.0,209.4,Overweight,M,54,143.0
17.0,104.2,93.0,6.0,8.0,244.7,Overweight,M,32,82.0
3.0,101.3,83.0,6.0,6.0,207.2,Normal Weight,M,38,10.0
23.0,104.9,97.0,5.0,6.0,154.3,Normal Weight,F,79,136.0
2.0,100.8,88.0,5.0,6.0,147.7,Normal Weight,F,37,9.0
23.0,104.7,109.0,5.0,10.0,169.8,Normal Weight,F,49,151.0
11.0,103.5,82.0,5.0,6.0,147.7,Normal Weight,M,38,27.0
21.0,105.1,108.0,5.0,10.0,160.9,Normal Weight,F,29,130.0
10.0,103.5,96.0,5.0,1.0,125.7,Normal Weight,F,32,52.0
8.0,103.1,91.0,5.0,9.0,174.2,Overweight,M,78,48.0
20.0,104.2,94.0,5.0,6.0,145.5,Normal Weight,F,26,95.0
28.0,105.4,119.0,5.0,0.0,116.8,Normal Weight,F,73,235.0
2.0,100.6,82.0,5.0,7.0,163.1,Overweight,M,50,6.0
18.0,104.9,103.0,5.0,0.0,121.3,Normal Weight,F,65,117.0
23.0,105.3,98.0,6.0,3.0,198.4,Normal Weight,M,24,108.0
6.0,103.1,86.0,4.0,8.0,101.4,Normal Weight,F,60,28.0
24.0,104.4,104.0,5.0,2.0,127.9,Normal Weight,F,56,154.0
1.0,99.3,91.0,6.0,8.0,224.9,Obese,M,63,6.0
29.0,105.1,107.0,6.0,2.0,196.2,Overweight,M,49,210.0
15.0,103.5,92.0,5.0,5.0,125.7,Normal Weight,F,64,80.0
14.0,103.8,89.0,5.0,2.0,125.7,Normal Weight,F,57,68.0
11.0,103.5,98.0,5.0,1.0,112.4,Normal Weight,F,20,58.0
29.0,104.9,102.0,6.0,0.0,185.2,Overweight,M,22,148.0
8.0,103.3,84.0,6.0,3.0,194.0,Normal Weight,M,48,30.0
21.0,104.7,103.0,5.0,11.0,178.6,Overweight,M,49,136.0
23.0,105.3,99.0,5.0,9.0,158.7,Normal Weight,M,62,145.0
9.0,103.8,92.0,5.0,0.0,114.6,Normal Weight,F,54,47.0
9.0,102.7,97.0,5.0,3.0,136.7,Normal Weight,F,23,45.0
18.0,104.2,100.0,5.0,9.0,143.3,Normal Weight,F,50,104.0
2.0,100.4,81.0,6.0,2.0,205.0,Overweight,M,58,8.0
6.0,103.3,89.0,5.0,7.0,141.1,Normal Weight,F,49,28.0
11.0,103.6,96.0,5.0,7.0,145.5,Normal Weight,F,77,64.0
3.0,101.7,74.0,5.0,7.0,156.5,Normal Weight,F,63,10.0
21.0,104.9,97.0,5.0,4.0,143.3,Normal Weight,F,60,119.0
8.0,102.9,97.0,6.0,2.0,194.0,Overweight,M,32,39.0
3.0,101.3,95.0,5.0,9.0,156.5,Normal Weight,F,67,16.0
7.0,102.9,84.0,5.0,9.0,165.3,Normal Weight,M,26,17.0
23.0,105.1,109.0,6.0,7.0,220.5,Overweight,M,55,186.0
18.0,105.1,94.0,6.0,2.0,194.0,Overweight,M,26,75.0
6.0,102.6,83.0,4.0,5.0,99.2,Normal Weight,F,24,23.0
6.0,102.2,81.0,6.0,1.0,180.8,Normal Weight,M,20,11.0
16.0,104.4,99.0,5.0,6.0,130.1,Normal Weight,F,22,85.0
28.0,105.8,111.0,5.0,5.0,127.9,Normal Weight,F,30,188.0
28.0,104.9,110.0,5.0,1.0,108.0,Normal Weight,F,34,191.0
21.0,105.1,107.0,5.0,12.0,167.6,Normal Weight,M,28,125.0
18.0,104.9,98.0,5.0,4.0,125.7,Normal Weight,F,30,96.0
23.0,105.4,102.0,5.0,8.0,160.9,Normal Weight,F,70,144.0
11.0,104.0,94.0,6.0,2.0,196.2,Overweight,M,27,47.0
26.0,104.9,109.0,5.0,2.0,127.9,Normal Weight,F,23,166.0
4.0,101.7,87.0,6.0,2.0,209.4,Overweight,M,27,13.0
13.0,103.5,102.0,5.0,10.0,187.4,Overweight,M,51,85.0
19.0,104.7,84.0,5.0,2.0,119.0,Normal Weight,F,21,71.0
21.0,104.9,101.0,5.0,7.0,154.3,Normal Weight,M,33,108.0
